Date,TRMB,ENPH,TSLA,NBL,VNT,POOL,ETSY,TER,CTLT,BIO,TDY,TYL,WST,DPZ,DXCM,M,RTN,OTIS,CARR,GDI,PAYC,LYV,ZBRA,STE,ODFL,WRB,NOW,LVS,NVR,CDW,LDOS,IEX,TMUS,MKTX,BMS,DD,CTVA,DOW,WAB,ATO,TFX,FRC,CE,LW,MXIM,FANG,JKHY,KEYS,FTNT,ROL,WCG,ANET,CPRT,FLT,BR,HFC,TWTR,EVRG,ABMD,MSCI,TTWO,SIVB,NKTR,IPGP,HII,NCLH,CDNS,DWDP,SBAC,Q,BHF,DRE,AOS,PKG,RMD,MGM,HLT,ALGN,ANSS,RE,INFO,IT,DXC,AMD,RJF,ARE,SNPS,DISH,REG,CBOE,INCY,IDXX,MAA,EVHC,ARNC,COTY,COO,CHTR,MTD,FTV,LNT,ALB,FBHS,TDG,AJG,LKQ,DLR,ALK,AYI,GPN,ULTA,UA,FL,HOLX,CNC,UDR,AWK,CXO,CFG,FRT,EXR,WLTW,CHD,CMCSK,CSRA,ILMN,SYF,HPE,VRSK,CMCSK,FOX,NWS,UAL,ATVI,SIG,PYPL,AAP,KHC,CPGX,JBHT,BXLT,QRVO,O,AAL,EQIX,SLG,HBI,HSIC,SWKS,HCA,ENDP,RCL,LVLT,URI,UHS,MNK,DISCK,MLM,AMG,XEC,AVGO,UAA,NAVI,GOOGL,ESS,GMCR,TSCO,ADS,MHK,FB,GGP,ALLE,KORS,RIG,VRTX,AME,DAL,NLSN,FOXA,ZTS,GM,KSU,MAC,REGN,PVH,ABBV,DLPH,GRMN,DG,PETM,KRFT,ADT,PNR,LYB,ESV,STX,MNST,LRCX,ALXN,KMI,PSX,FOSL,CCI,WPX,TRIP,BWA,PRGO,DLTR,GAS,CBE,XYL,TEL,MOS,ACN,MPC,ANR,CMG,BLK,EW,COV,JOY,CVC,FFIV,NFLX,NFX,IR,TYC,CB,QEP,KMX,CERN,HP,V,MJN,CLF,SAIC,PCLN,ARG,HRL,VTR,OI,HRS,CRM,FAST,LO,RRC,GME,JEC,EXPE,TDC,TSO,ICE,LUK,KFT,AVB,JNPR,STZ,ESRX,INTU,SBL,AYE,ABK,JDSU,YHOO2021-02-08,73.61,198.00,868.85,,34.67,361.85,228.88,127.91,113.73,634.99,384.13,424.62,295.08,379.20,408.73,15.46,88.45,64.10,39.68,43.01,435.82,75.52,414.25,184.93,209.07,66.01,587.35,54.44,"4,722.00",153.88,107.46,194.78,124.35,571.40,60.42,73.10,43.76,"31,301.69",81.79,88.96,400.62,155.03,129.14,79.05,91.09,66.52,156.60,143.93,159.22,37.51,0.50,321.83,120.54,256.47,143.39,31.09,58.23,54.88,330.62,426.12,211.06,498.72,20.78,244.47,164.18,24.88,137.93,,265.00,111.00,40.92,41.53,61.22,134.76,202.04,34.70,110.98,613.13,382.99,222.25,89.11,167.02,25.00,90.09,110.69,171.79,275.73,31.33,48.60,90.21,92.79,504.06,134.73,,26.93,7.90,386.24,617.00,"1,193.00",67.72,49.49,161.85,90.77,600.44,117.68,38.25,145.73,56.25,122.80,197.48,309.73,17.78,50.38,82.60,58.59,40.59,164.21,,40.57,90.86,116.18,223.16,82.95,,308.00,446.10,37.32,13.28,188.28,,30.82,21.11,43.72,101.35,41.81,281.30,159.00,33.77,,144.36,,170.72,60.96,17.70,747.84,64.65,16.02,71.05,180.28,179.11,9.09,71.23,,270.07,130.97,0.41,36.67,300.84,125.42,48.81,467.89,20.75,12.79,"2,081.64",261.55,32.27,156.82,84.85,152.50,266.45,24.88,115.95,45.99,3.61,217.10,118.51,42.73,22.73,31.91,159.93,56.53,204.17,13.20,504.05,94.98,106.28,,121.16,198.01,,,9.38,55.42,94.99,0.12,70.34,91.39,521.21,155.10,14.47,74.14,16.58,158.41,,36.78,43.37,43.25,106.92,,840.00,100.68,128.02,28.88,256.04,49.17,0.20,"1,503.06",724.28,86.06,1.33,0.37,2.00,204.02,553.34,2.50,43.82,,162.13,3.33,127.62,79.75,27.06,208.93,,17.10,95.25,"2,100.08",0.77,49.20,48.05,13.69,153.00,239.15,47.77,,9.61,60.70,108.99,144.95,40.94,0.24,113.81,64.00,,172.43,25.10,224.90,,391.26,1.85,12.37,,,
2021-02-08,73.61,196.94,868.52,,33.25,362.00,228.37,127.92,113.74,631.85,385.64,423.88,293.75,378.85,408.39,15.38,88.30,64.09,39.82,43.01,436.62,75.50,414.75,185.04,209.29,65.87,586.07,54.56,"4,718.00",153.84,107.35,195.82,124.42,572.14,60.51,73.10,43.81,"31,284.13",81.87,88.81,400.62,154.89,128.92,78.91,91.08,67.02,156.01,143.98,159.02,37.44,0.50,322.32,120.61,256.50,143.35,31.15,58.12,54.81,330.57,424.38,210.84,499.01,20.85,244.70,164.21,24.91,137.94,,264.95,111.00,41.19,41.41,61.31,134.71,202.03,34.70,110.99,611.12,382.94,222.25,88.94,166.66,24.91,90.19,110.70,171.57,275.75,31.43,48.72,90.04,92.68,501.70,134.59,,26.88,7.92,386.70,617.10,"1,191.34",67.60,49.43,162.14,91.04,599.42,117.61,38.17,145.52,56.40,122.44,197.35,309.62,17.82,50.40,82.33,58.59,40.54,164.13,,40.50,90.79,116.02,222.60,82.81,,308.00,445.37,37.17,13.34,187.98,,30.91,21.16,43.78,101.23,41.99,281.81,159.50,33.77,,144.38,,171.00,60.90,17.73,746.65,64.78,16.06,71.02,180.46,178.89,9.08,71.28,,270.11,131.44,0.40,36.73,300.97,125.98,49.02,467.77,20.76,12.79,"2,083.10",261.69,32.20,156.38,84.37,152.53,266.51,24.75,116.17,45.99,3.62,216.25,118.65,42.76,22.61,31.97,159.55,56.43,203.68,13.20,503.30,95.10,105.92,,120.95,198.05,,,9.38,55.49,95.02,0.12,70.30,91.12,519.76,154.90,14.46,74.28,16.55,158.32,,36.74,43.32,43.12,106.89,,840.00,100.73,128.04,28.88,255.61,49.11,0.20,"1,503.06",723.52,85.96,1.33,0.37,2.00,203.79,552.44,2.50,43.80,,161.97,3.33,127.35,79.61,27.02,208.45,,16.99,95.27,"2,093.97",0.77,49.33,48.00,13.77,150.00,238.78,47.76,,9.58,59.62,108.84,144.61,40.99,0.24,113.61,64.00,,172.28,25.04,224.60,,390.50,1.85,12.37,,,
